id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed
2186,479,Mastercard,Credit,5692954458453302.0,09/2021,528,YES,1,16600.0,2008-03-01,2014
2436,479,Visa,Debit,4262606931655715.0,01/2021,44,YES,2,3058.0,2002-04-01,2013
4189,343,Visa,Credit,4742225389926537.0,08/2024,690,YES,1,11000.0,2006-08-01,2017
3582,343,Mastercard,Credit,5052795584928351.0,07/2018,868,YES,1,10800.0,2014-06-01,2014
1288,343,Visa,Debit,4906697568806155.0,04/2014,115,YES,2,38385.0,2011-02-01,2011
994,343,Visa,Debit,4828053261714296.0,03/2008,747,NO,1,15277.0,2001-02-01,2011
3953,343,Visa,Debit,4838741431544661.0,06/2024,808,YES,1,14625.0,2010-07-01,2010
2410,343,Visa,Credit,4293283293714115.0,10/2010,346,NO,2,12400.0,2000-04-01,2007
1091,343,Mastercard,Debit,5084262281266937.0,10/2010,599,YES,2,24943.0,2006-02-01,2012
3523,343,Mastercard,Credit,5806194988137545.0,10/2021,655,YES,2,12300.0,2011-06-01,2011
1415,1196,Amex,Credit,313591000000000.0,02/2020,696,YES,2,10900.0,2020-02-01,2020
3637,1196,Visa,Debit,4848365658346021.0,04/2024,472,YES,1,14623.0,2018-06-01,2018
4000,1196,Mastercard,Debit,5215179642753327.0,06/2021,991,YES,2,15017.0,2012-07-01,2012
4542,1196,Visa,Credit,4898915603819946.0,06/2020,656,YES,1,11100.0,2003-09-01,2011
2453,1530,Amex,Credit,338079000000000.0,04/2023,676,YES,1,400.0,2004-04-01,2009
52,1530,Mastercard,Credit,5557818075031918.0,01/2021,978,YES,2,500.0,2004-01-01,2008
1179,1530,Mastercard,Credit,5368997770474837.0,11/2024,813,YES,1,600.0,2009-02-01,2013
5322,1963,Mastercard,Debit,5461853964107432.0,10/2020,157,YES,1,17220.0,2017-10-01,2017
5418,1963,Visa,Debit,4982128140473182.0,06/2020,133,YES,1,29041.0,2004-11-01,2008
3317,1963,Mastercard,Debit,5735308019363324.0,02/2024,502,YES,1,25297.0,2006-06-01,2006
1638,1963,Mastercard,Debit (Prepaid),5287850605380294.0,05/2020,507,YES,1,71.0,2020-02-01,2020
6058,1963,Visa,Debit,4198976754515199.0,02/2023,970,YES,1,21692.0,2011-12-01,2012
3364,1963,Visa,Debit,4714171193381622.0,11/2024,214,YES,1,18384.0,2007-06-01,2009
4565,1963,Visa,Credit,4845860911762398.0,12/2023,234,YES,1,20700.0,2004-09-01,2012
1381,764,Mastercard,Debit,5445576229804926.0,11/2021,764,YES,1,20467.0,2018-02-01,2018
286,764,Visa,Debit,4127768354829504.0,04/2020,462,YES,1,16109.0,2011-01-01,2011
3727,764,Amex,Credit,388935000000000.0,12/2024,161,YES,1,13900.0,2005-07-01,2012
1910,764,Visa,Credit,4066658055142804.0,01/2022,743,YES,1,4400.0,2020-02-01,2020
2136,213,Amex,Credit,343323000000000.0,02/2024,863,YES,2,20400.0,2007-03-01,2010
5291,213,Mastercard,Debit,5245186032047233.0,05/2023,952,YES,2,18074.0,2014-10-01,2014
1639,213,Mastercard,Debit,5257903366583683.0,05/2024,911,YES,1,37778.0,2020-02-01,2020
4954,410,Mastercard,Debit,5568241893888014.0,01/2015,382,YES,2,26822.0,2001-10-01,2007
2801,410,Visa,Credit,4599206670491662.0,10/2006,819,YES,2,15000.0,1998-05-01,2008
1221,1685,Mastercard,Debit,5638911805485528.0,02/2023,857,YES,1,8451.0,2010-02-01,2010
5613,1685,Mastercard,Debit (Prepaid),5456998274620242.0,07/2021,314,YES,2,26.0,2010-11-01,2017
1253,225,Visa,Debit,4556097032146114.0,12/2020,779,YES,1,20661.0,2010-02-01,2010
4382,225,Visa,Debit,4558358311758359.0,08/2018,143,YES,2,16523.0,2011-08-01,2011
432,225,Discover,Credit,6544507337530475.0,09/2023,953,YES,2,16600.0,2020-01-01,2020
4780,225,Mastercard,Credit,5388982948934434.0,09/2023,283,YES,2,14300.0,2010-09-01,2010
608,1210,Mastercard,Debit,5263958724423367.0,01/2020,206,YES,2,6824.0,2020-01-01,2020
4606,1210,Mastercard,Debit,5690113878914790.0,07/2023,318,YES,1,10589.0,2006-09-01,2015
4846,1210,Amex,Credit,347615000000000.0,10/2020,81,YES,2,8600.0,2013-09-01,2013
3403,1210,Visa,Debit,4389969412017990.0,12/2020,347,YES,1,26982.0,2008-06-01,2008
5400,576,Amex,Credit,378670000000000.0,04/2023,589,YES,2,8100.0,2004-11-01,2011
5664,576,Visa,Debit,4869825437648368.0,02/2022,137,YES,1,26471.0,2011-11-01,2011
4624,576,Visa,Debit,4930515907295210.0,08/2022,813,NO,1,37656.0,2006-09-01,2010
5968,576,Mastercard,Debit,5080123024859107.0,08/2022,528,YES,2,27947.0,2009-12-01,2011
3057,576,Mastercard,Debit,5940844230264571.0,01/2024,441,YES,1,29465.0,2010-05-01,2010
3600,576,Visa,Debit,4067511304922463.0,07/2020,377,YES,1,21070.0,2015-06-01,2015
2384,576,Mastercard,Debit,5355091629499190.0,01/2021,945,YES,2,27537.0,2019-03-01,2019
4969,1677,Mastercard,Debit,5650667533582383.0,04/2022,228,YES,2,13404.0,2002-10-01,2018
324,1677,Visa,Credit,4051794996672546.0,10/2024,375,YES,2,2400.0,2013-01-01,2013
3080,1969,Visa,Debit,4288810793226677.0,02/2015,453,YES,1,3016.0,2010-05-01,2011
5549,1969,Visa,Debit,4179498334263775.0,10/2020,254,YES,2,32809.0,2008-11-01,2010
4934,1969,Mastercard,Debit,5146650564715215.0,08/2024,331,YES,2,16519.0,1998-10-01,2015
4231,1969,Visa,Debit,4575344947327711.0,12/2016,350,NO,2,28759.0,2007-08-01,2014
4981,1969,Discover,Credit,6242287666379868.0,01/2022,946,YES,1,12300.0,2003-10-01,2010
1254,1482,Visa,Debit,4474303260979464.0,10/2021,877,YES,2,34877.0,2010-02-01,2012
5017,1295,Visa,Credit,4892675252828860.0,02/2024,823,YES,1,9900.0,2004-10-01,2014
3318,1295,Mastercard,Debit,5253054637336998.0,05/2020,162,YES,2,11382.0,2006-06-01,2009
2949,1295,Visa,Credit,4019889574171579.0,08/2023,866,YES,1,7500.0,2007-05-01,2009
609,1295,Mastercard,Debit (Prepaid),5503241746944920.0,02/2020,950,YES,1,72.0,2020-01-01,2020
4854,538,Mastercard,Debit,5914363154867761.0,12/2014,861,YES,1,11906.0,2013-09-01,2013
5441,538,Visa,Credit,4648780918814877.0,06/2020,520,YES,2,7000.0,2005-11-01,2018
4161,538,Mastercard,Debit,5885105668024939.0,12/2014,750,YES,2,6993.0,2005-08-01,2016
2396,538,Visa,Debit,4071964441964383.0,03/2013,333,YES,2,1513.0,1994-04-01,2019
1319,748,Mastercard,Debit,5811894674904856.0,06/2022,745,YES,1,18204.0,2013-02-01,2013
2763,748,Mastercard,Debit,5448937090820055.0,01/2017,848,YES,1,20067.0,2016-04-01,2016
1067,748,Visa,Credit,4036090740222579.0,12/2020,776,YES,1,14400.0,2005-02-01,2012
3213,807,Visa,Debit,4261622382091222.0,03/2023,482,NO,1,30903.0,1999-06-01,2008
4889,807,Visa,Debit (Prepaid),4303264440429387.0,06/2021,41,YES,1,91.0,2015-09-01,2015
5299,807,Visa,Debit (Prepaid),4822827268715842.0,06/2020,941,YES,1,62.0,2014-10-01,2014
2813,1430,Mastercard,Debit,5779613966623147.0,12/2024,870,YES,2,1936.0,2001-05-01,2010
2074,1430,Visa,Credit,4243024246722814.0,01/2022,583,YES,1,9100.0,2004-03-01,2010
4383,1430,Visa,Debit,4305528629844067.0,01/2021,143,NO,2,25726.0,2011-08-01,2011
66,1430,Discover,Credit,6955304802437571.0,03/2020,792,YES,1,12200.0,2005-01-01,2013
3987,1430,Visa,Credit,4369343670589371.0,10/2022,814,YES,2,400.0,2011-07-01,2011
4110,1873,Mastercard,Debit,5359861682152634.0,02/2021,722,YES,2,20042.0,2002-08-01,2006
4741,1873,Visa,Credit,4745779615480432.0,07/2016,502,YES,1,7700.0,2009-09-01,2009
306,1873,Visa,Debit (Prepaid),4329819283337925.0,12/2024,529,NO,2,60.0,2012-01-01,2012
5052,980,Mastercard,Debit,5649821845348821.0,04/2020,169,YES,1,14185.0,2006-10-01,2006
181,980,Visa,Debit,4308765406643901.0,08/2011,699,YES,1,16094.0,2008-01-01,2010
1643,980,Mastercard,Debit,5957544477315197.0,07/2021,463,YES,1,26819.0,2020-02-01,2020
2454,980,Amex,Credit,338660000000000.0,10/2021,68,YES,2,14600.0,2004-04-01,2013
6059,980,Visa,Credit,4289189526229154.0,02/2021,488,YES,2,5800.0,2011-12-01,2011
4855,980,Mastercard,Debit,5704958659332156.0,04/2016,568,YES,1,16789.0,2013-09-01,2013
4409,980,Mastercard,Debit,5673842014857957.0,09/2020,763,YES,1,14213.0,2013-08-01,2013
4328,652,Mastercard,Debit,5517224248010481.0,12/2024,348,YES,1,16203.0,2010-08-01,2010
2502,652,Amex,Credit,399097000000000.0,12/2023,311,YES,2,16500.0,2006-04-01,2016
4293,652,Mastercard,Debit,5481971913958210.0,07/2023,8,YES,1,19962.0,2009-08-01,2012
4607,652,Mastercard,Debit (Prepaid),5402354343498416.0,02/2020,437,YES,2,52.0,2006-09-01,2011
1197,652,Visa,Debit,4493414838028913.0,02/2020,504,YES,2,2045.0,2009-02-01,2014
1255,652,Visa,Debit,4874919817321914.0,02/2023,392,YES,2,21607.0,2010-02-01,2018
5492,1129,Mastercard,Debit,5988252449836290.0,01/2015,438,YES,2,18109.0,2007-11-01,2010
102,1129,Mastercard,Debit,5874992802287595.0,05/2020,256,YES,1,14802.0,2006-01-01,2008
2677,1129,Mastercard,Credit,5744954381314398.0,06/2022,501,YES,1,7600.0,2011-04-01,2011
5852,885,Discover,Credit,6566463560968460.0,06/2021,495,YES,1,9000.0,2006-12-01,2006
5086,885,Mastercard,Debit (Prepaid),5231994842307044.0,05/2023,580,YES,1,63.0,2007-10-01,2013
6005,885,Mastercard,Debit,5049088411909571.0,11/2022,311,YES,2,7784.0,2010-12-01,2014
4256,1899,Mastercard,Debit,5916336011141361.0,11/2009,356,YES,1,29761.0,2008-08-01,2010
5969,1899,Mastercard,Debit (Prepaid),5337733184380403.0,04/2023,710,YES,1,64.0,2009-12-01,2011
3365,1369,Visa,Credit,4182511939315930.0,11/2020,806,YES,2,9000.0,2007-06-01,2009
5792,1369,Mastercard,Debit,5168890534725782.0,10/2024,731,YES,2,14716.0,2003-12-01,2012
5464,1302,Mastercard,Debit,5867658090755003.0,02/2024,205,YES,1,9883.0,2006-11-01,2010
3203,1302,Mastercard,Debit,5129159719934931.0,02/2020,886,NO,1,8993.0,2019-05-01,2019
5632,1302,Visa,Credit,4893597498035434.0,04/2020,242,YES,2,7900.0,2010-11-01,2015
3972,1302,Mastercard,Debit (Prepaid),5879022986680568.0,10/2022,616,YES,2,13.0,2011-07-01,2014
3871,415,Visa,Credit,4150374459354985.0,05/2023,806,YES,1,9400.0,2008-07-01,2012
5344,415,Visa,Credit,4678217870259696.0,11/2024,760,YES,2,8000.0,2019-10-01,2019
3225,415,Mastercard,Debit,5411021821466207.0,01/2021,274,YES,1,17527.0,2001-06-01,2005
6088,415,Mastercard,Debit,5266997540698930.0,02/2022,791,YES,1,11818.0,2013-12-01,2013
5198,28,Mastercard,Debit,5428995792004092.0,01/2021,800,NO,1,13896.0,2010-10-01,2010
2678,28,Mastercard,Credit,5623379608463304.0,01/2024,922,YES,1,16400.0,2011-04-01,2011
2568,28,Mastercard,Debit,5957565102001219.0,03/2015,686,YES,2,29717.0,2008-04-01,2008
852,28,Visa,Debit,4342002053844654.0,04/2024,263,YES,1,17431.0,2020-01-01,2020
5529,33,Mastercard,Debit,5059695419276531.0,03/2022,447,YES,2,11584.0,2008-11-01,2012
1357,33,Mastercard,Credit,5773848829447492.0,07/2016,833,YES,2,9000.0,2015-02-01,2015
5120,33,Mastercard,Credit,5573389122398768.0,02/2020,526,YES,1,7400.0,2008-10-01,2009
2252,33,Mastercard,Debit,5589655270470549.0,09/2017,213,YES,2,13829.0,2010-03-01,2016
2404,33,Mastercard,Debit,5121416562354073.0,04/2024,857,YES,2,4589.0,1999-04-01,2011
4742,1646,Visa,Credit,4986044513118660.0,03/2022,231,YES,2,9000.0,2009-09-01,2011
5652,1646,Mastercard,Credit,5207616824194251.0,05/2022,511,YES,2,9900.0,2011-11-01,2011
2276,1646,Mastercard,Debit,5298309501417982.0,08/2021,208,YES,1,11153.0,2011-03-01,2011
5314,1646,Mastercard,Debit,5234825249935945.0,04/2018,625,NO,1,10671.0,2016-10-01,2016
4045,1646,Mastercard,Debit,5887429452492053.0,10/2024,119,NO,1,12470.0,2016-07-01,2016
6080,134,Amex,Credit,307804000000000.0,04/2021,18,YES,2,4700.0,2013-12-01,2013
5991,134,Amex,Credit,390245000000000.0,07/2012,198,YES,2,10400.0,2010-12-01,2013
6120,134,Mastercard,Credit,5270343966236915.0,08/2022,997,YES,1,9400.0,2016-12-01,2016
611,134,Mastercard,Debit,5633930742392356.0,02/2020,560,YES,1,27290.0,2020-01-01,2020
2242,220,Amex,Credit,314281000000000.0,03/2023,430,YES,1,17200.0,2010-03-01,2015
3954,220,Visa,Debit,4604354040195938.0,05/2020,401,YES,1,23018.0,2010-07-01,2018
1645,220,Mastercard,Debit (Prepaid),5423661517740499.0,04/2022,925,YES,1,2.0,2020-02-01,2020
2697,220,Mastercard,Credit,5572404956005534.0,12/2024,905,YES,3,23500.0,2012-04-01,2012
1646,1260,Mastercard,Credit,5302098419670472.0,05/2021,517,YES,1,10100.0,2020-02-01,2020
6081,1260,Amex,Credit,362699000000000.0,07/2024,439,YES,2,0.0,2013-12-01,2013
857,1260,Visa,Credit,4010376046923246.0,07/2022,312,YES,1,11000.0,2020-01-01,2020
3773,96,Mastercard,Credit,5718500802654438.0,12/2024,293,YES,1,18300.0,2006-07-01,2008
3695,96,Mastercard,Debit,5481724154378262.0,04/2023,952,YES,2,19959.0,2003-07-01,2013
361,96,Visa,Credit,4304215035213802.0,10/2020,370,YES,2,24300.0,2017-01-01,2017
5175,96,Visa,Credit,4395260796436247.0,07/2021,152,NO,2,18900.0,2009-10-01,2013
4878,1166,Visa,Debit,4890865865158493.0,11/2014,441,YES,1,14574.0,2014-09-01,2014
1222,1166,Mastercard,Credit,5702377806791449.0,08/2021,548,YES,2,14100.0,2010-02-01,2010
5822,1166,Visa,Debit,4867627629631267.0,12/2012,333,YES,2,23737.0,2004-12-01,2010
2649,1533,Mastercard,Credit,5946485614560585.0,04/2021,261,YES,1,11800.0,2010-04-01,2013
3097,1533,Mastercard,Debit,5118758087775711.0,06/2022,993,YES,2,27594.0,2011-05-01,2011
4625,1533,Visa,Credit,4126905879157834.0,03/2023,238,YES,2,15300.0,2006-09-01,2010
3226,1451,Mastercard,Debit,5004479479624202.0,06/2024,206,YES,1,34319.0,2001-06-01,2013
3790,1451,Visa,Debit,4169042875650887.0,04/2013,941,YES,2,10831.0,2006-07-01,2011
250,1451,Visa,Debit,4138363239181107.0,03/2023,48,YES,1,20475.0,2010-01-01,2015
5530,1451,Mastercard,Credit,5570191239646204.0,03/2015,625,NO,2,6500.0,2008-11-01,2011
6006,57,Mastercard,Debit,5134306678651092.0,02/2020,796,YES,2,17614.0,2010-12-01,2013
6069,1335,Mastercard,Debit,5260369873454704.0,12/2020,963,YES,2,51133.0,2012-12-01,2012
615,1335,Mastercard,Debit (Prepaid),5893866156194799.0,07/2024,421,YES,1,115.0,2020-01-01,2020
2330,1335,Mastercard,Debit (Prepaid),5771619649186816.0,09/2020,504,YES,1,54.0,2014-03-01,2014
3583,1335,Mastercard,Debit,5852720136795701.0,08/2023,35,YES,2,32036.0,2014-06-01,2014
5066,816,Visa,Debit,4426138047544539.0,06/2020,937,YES,2,13593.0,2006-10-01,2006
2968,816,Mastercard,Debit,5499461944095274.0,02/2022,35,YES,2,13343.0,2008-05-01,2011
3774,816,Mastercard,Debit,5088684137633769.0,05/2024,987,YES,2,6103.0,2006-07-01,2008
3891,816,Mastercard,Debit,5879315999568109.0,06/2016,459,YES,1,2646.0,2009-07-01,2015
4468,816,Amex,Credit,317789000000000.0,08/2021,583,YES,1,9200.0,2018-08-01,2018
404,1081,Amex,Credit,308646000000000.0,06/2021,218,YES,2,21200.0,2020-01-01,2020
3427,1081,Mastercard,Credit,5741278205602111.0,01/2024,414,YES,1,10400.0,2009-06-01,2010
3892,1081,Mastercard,Debit,5307705411215347.0,07/2022,574,YES,1,27377.0,2009-07-01,2016
5568,1385,Mastercard,Credit,5050755589048179.0,10/2024,657,YES,1,20900.0,2009-11-01,2010
3807,1385,Mastercard,Debit,5045568837955027.0,04/2024,43,YES,2,39632.0,2007-07-01,2013
4955,1385,Mastercard,Debit (Prepaid),5570718950254395.0,01/2020,437,YES,2,44.0,2001-10-01,2013
4344,1385,Visa,Debit,4690085698241971.0,01/2021,125,YES,1,48489.0,2010-08-01,2014
4190,1385,Visa,Debit,4338834700731550.0,01/2008,529,YES,2,32725.0,2006-08-01,2013
1256,1385,Visa,Debit,4083090955300562.0,12/2022,259,YES,2,36940.0,2010-02-01,2010
405,1125,Amex,Credit,394025000000000.0,09/2020,465,YES,1,23100.0,2020-01-01,2020
616,1125,Mastercard,Debit,5534546903363095.0,12/2022,833,YES,1,41040.0,2020-01-01,2020
4881,1125,Amex,Credit,331369000000000.0,12/2021,673,YES,2,13200.0,2015-09-01,2015
3601,1125,Visa,Debit,4218957266147893.0,05/2021,909,YES,2,29200.0,2015-06-01,2015
5984,1345,Visa,Credit,4237922362360030.0,09/2020,228,YES,1,13900.0,2009-12-01,2011
2497,1345,Visa,Debit,4238638738530462.0,12/2020,310,YES,2,17470.0,2005-04-01,2008
2187,1345,Mastercard,Debit,5401027644157329.0,09/2021,636,YES,1,2267.0,2008-03-01,2014
2234,1345,Visa,Debit,4957976241533689.0,04/2014,976,YES,2,4031.0,2009-03-01,2014
4208,1345,Mastercard,Debit,5918431905940133.0,11/2023,600,YES,2,21833.0,2007-08-01,2011
287,1345,Visa,Debit,4988009818611006.0,05/2021,45,YES,2,16857.0,2011-01-01,2017
5633,1345,Visa,Debit,4559661567211049.0,05/2023,584,NO,1,2518.0,2010-11-01,2010
3775,1345,Mastercard,Debit,5137677910118616.0,03/2020,394,YES,2,12863.0,2006-07-01,2010
3060,1695,Mastercard,Credit,5064256706957228.0,07/2022,302,YES,2,12700.0,2010-05-01,2015
114,1695,Visa,Debit,4038689742921264.0,12/2021,770,YES,3,2851.0,2006-01-01,2007
48,1695,Amex,Credit,334770000000000.0,06/2020,735,YES,2,4100.0,2004-01-01,2004
274,1695,Mastercard,Debit,5322366368652292.0,01/2016,702,YES,2,20838.0,2011-01-01,2011
2834,1985,Visa,Credit,4000146965265890.0,07/2023,14,YES,1,400.0,2002-05-01,2018
4781,1985,Mastercard,Debit,5733036423097085.0,03/2020,72,YES,2,416.0,2010-09-01,2010
4085,1985,Mastercard,Debit,5461658879915684.0,12/2024,595,YES,2,625.0,1996-08-01,2014
1095,1604,Visa,Debit,4636387668938198.0,09/2022,597,YES,2,20858.0,2006-02-01,2011
5653,1604,Mastercard,Credit,5196692562051331.0,11/2011,626,YES,2,11200.0,2011-11-01,2013
2950,1604,Visa,Credit,4831831757232994.0,02/2023,528,YES,2,8800.0,2007-05-01,2009
2207,1604,Visa,Debit,4916961241194205.0,12/2024,919,YES,1,10360.0,2008-03-01,2009
6077,1604,Visa,Debit,4135358669694440.0,07/2013,903,YES,1,11578.0,2012-12-01,2012
2188,1604,Mastercard,Debit,5187136842441558.0,07/2020,264,YES,2,13016.0,2008-03-01,2008
3185,1604,Visa,Debit,4756917754933725.0,07/2021,915,YES,1,13754.0,2016-05-01,2016
2766,649,Visa,Debit,4094691617950058.0,07/2020,376,YES,1,14558.0,2016-04-01,2016
1376,649,Visa,Debit,4974987012125947.0,03/2023,50,YES,2,46342.0,2017-02-01,2017
3737,649,Mastercard,Credit,5880421569309045.0,12/2023,504,YES,1,17400.0,2005-07-01,2016
1223,649,Mastercard,Debit,5155724078477847.0,06/2024,606,YES,2,11401.0,2010-02-01,2016
251,649,Visa,Debit,4827129780511983.0,03/2024,941,YES,1,8280.0,2010-01-01,2010
2105,649,Discover,Credit,6267383831462523.0,12/2012,640,YES,1,0.0,2006-03-01,2008
4191,649,Visa,Debit (Prepaid),4111624635847209.0,02/2007,918,YES,1,72.0,2006-08-01,2011
4345,1486,Visa,Credit,4832062433813256.0,06/2020,469,YES,1,9600.0,2010-08-01,2011
1138,1744,Discover,Credit,6093726906729137.0,11/2024,528,YES,2,10000.0,2008-02-01,2011
4209,1744,Mastercard,Debit,5842473997881247.0,03/2024,157,YES,1,10025.0,2007-08-01,2010
133,1744,Mastercard,Debit,5802694499966898.0,12/2022,808,YES,1,9777.0,2007-01-01,2009
3776,400,Mastercard,Debit (Prepaid),5191871350541392.0,06/2018,642,YES,1,92.0,2006-07-01,2008
3852,400,Mastercard,Credit,5615229543290163.0,05/2011,438,YES,1,11400.0,2008-07-01,2014
3973,400,Mastercard,Debit,5484162566176355.0,11/2011,950,YES,2,16687.0,2011-07-01,2011
2507,400,Mastercard,Debit,5220792086851068.0,05/2009,840,YES,2,3974.0,2006-04-01,2011
5241,1994,Mastercard,Debit,5947340712205085.0,09/2016,43,YES,1,23768.0,2011-10-01,2011
3974,1994,Mastercard,Debit (Prepaid),5978888711772678.0,08/2022,938,YES,1,63.0,2011-07-01,2011
6032,1994,Visa,Credit,4290514131698271.0,12/2023,197,YES,1,21600.0,2010-12-01,2010
2650,1442,Mastercard,Debit,5370998800503323.0,06/2021,122,YES,2,11986.0,2010-04-01,2015
5814,1853,Mastercard,Credit,5987609830796877.0,05/2022,619,YES,1,12600.0,2004-12-01,2009
6043,1853,Mastercard,Debit,5693761531134263.0,02/2021,876,YES,2,4340.0,2011-12-01,2012
1034,1853,Mastercard,Debit,5722400079160426.0,01/2024,357,NO,2,8149.0,2004-02-01,2007
5654,556,Mastercard,Debit,5455392892256793.0,01/2023,356,YES,1,23688.0,2011-11-01,2011
2,556,Mastercard,Debit,5889825928297675.0,09/2021,422,YES,1,19948.0,1995-01-01,2011
4527,321,Visa,Credit,4284589688472750.0,05/2005,664,YES,1,9400.0,2002-09-01,2006
293,321,Amex,Credit,324068000000000.0,08/2018,194,YES,1,3300.0,2012-01-01,2012
35,321,Discover,Credit,6707808786309873.0,05/2011,449,YES,2,11100.0,2003-01-01,2004
5755,321,Mastercard,Debit,5142952666869355.0,01/2024,376,YES,2,23792.0,1998-12-01,2012
4364,483,Mastercard,Debit,5115060727983375.0,09/2020,594,YES,2,13224.0,2011-08-01,2011
5369,483,Mastercard,Credit,5114764385128888.0,12/2004,380,YES,1,10700.0,2001-11-01,2009
2121,483,Mastercard,Credit,5040568504566033.0,04/2024,96,YES,2,13100.0,2006-03-01,2009
4346,1510,Visa,Credit,4529046868574613.0,11/2013,294,YES,1,6600.0,2010-08-01,2011
1257,1510,Visa,Credit,4051609818366867.0,11/2011,795,YES,1,11400.0,2010-02-01,2012
40,1635,Mastercard,Debit,5488012775349767.0,10/2008,697,YES,2,5029.0,2003-01-01,2009
1309,1635,Visa,Credit,4029286233026672.0,09/2023,218,YES,2,15000.0,2012-02-01,2012
6044,1635,Mastercard,Debit,5269354095711843.0,02/2021,905,YES,2,14348.0,2011-12-01,2011
115,1635,Visa,Debit,4237044992015683.0,10/2022,443,YES,2,24876.0,2006-01-01,2009
618,1635,Mastercard,Debit,5604394692366741.0,06/2024,406,YES,2,13523.0,2020-01-01,2020
381,1635,Mastercard,Debit,5683839446492033.0,04/2023,587,YES,1,21434.0,2019-01-01,2019
2535,1384,Mastercard,Debit,5274366987658812.0,05/2016,441,YES,1,19206.0,2007-04-01,2011
5229,1384,Discover,Credit,6648294893325479.0,03/2014,949,YES,2,15000.0,2011-10-01,2011
3723,1384,Visa,Debit,4025390379737737.0,02/2020,473,YES,2,24617.0,2004-07-01,2006
5351,1236,Mastercard,Debit,5929990861229924.0,01/2024,459,YES,1,4304.0,1997-11-01,2012
85,1236,Visa,Debit,4386430445774428.0,03/2019,555,YES,2,1269.0,2005-01-01,2013
5815,1236,Mastercard,Debit,5108584140975701.0,06/2023,123,YES,1,3458.0,2004-12-01,2013
4101,1236,Mastercard,Debit,5445062676850026.0,09/2022,337,NO,2,6775.0,2001-08-01,2012
2369,1236,Visa,Credit,4788127455899674.0,01/2021,710,YES,1,8800.0,2017-03-01,2017
6142,1236,Mastercard,Debit,5791756986936871.0,11/2024,196,YES,1,12223.0,2019-12-01,2019
3428,496,Mastercard,Debit,5432833513022597.0,11/2020,312,YES,2,2727.0,2009-06-01,2014
4517,496,Amex,Credit,317570000000000.0,03/2023,740,YES,2,6800.0,2002-09-01,2002
3186,496,Visa,Debit,4602655731592723.0,03/2019,673,YES,1,22516.0,2016-05-01,2016
5806,496,Discover,Credit,6399050710218197.0,12/2021,413,YES,2,11500.0,2004-12-01,2009
5176,450,Visa,Debit,4302881392511495.0,12/2021,79,NO,2,15214.0,2009-10-01,2010
862,450,Visa,Debit,4417073426918706.0,12/2024,403,YES,2,23687.0,2020-01-01,2020
4192,450,Visa,Debit,4672018031116294.0,11/2021,314,YES,1,18048.0,2006-08-01,2007
5634,1753,Visa,Debit,4613268743262267.0,03/2020,131,YES,1,25102.0,2010-11-01,2014
5667,839,Amex,Credit,359231000000000.0,05/2019,198,YES,2,6600.0,2012-11-01,2012
3187,839,Visa,Debit,4661359494660870.0,04/2024,259,YES,2,25650.0,2016-05-01,2016
4725,839,Mastercard,Debit,5995510727358219.0,06/2020,873,YES,2,37192.0,2009-09-01,2010
4608,138,Mastercard,Debit,5243935173726742.0,04/2021,608,YES,1,5779.0,2006-09-01,2014
2820,138,Visa,Debit,4036369476300576.0,08/2023,682,YES,1,13325.0,2001-05-01,2011
5422,138,Amex,Credit,344072000000000.0,01/2023,346,YES,1,4000.0,2005-11-01,2009
2807,138,Amex,Credit,323445000000000.0,02/2023,788,YES,1,6900.0,2000-05-01,2012
864,1187,Visa,Debit,4354373957390483.0,10/2020,188,YES,1,24389.0,2020-01-01,2020
2385,1187,Mastercard,Debit (Prepaid),5874661434134402.0,02/2020,293,YES,2,74.0,2019-03-01,2019
91,1187,Amex,Credit,307297000000000.0,12/2020,918,YES,1,12100.0,2006-01-01,2011
5121,849,Mastercard,Debit,5850811144559937.0,11/2022,655,YES,1,16640.0,2008-10-01,2009
3477,849,Mastercard,Debit,5311017800546224.0,09/2013,133,YES,1,14889.0,2010-06-01,2011
3823,849,Visa,Debit,4944351254118665.0,06/2021,741,YES,1,19080.0,2007-07-01,2010
5352,1898,Mastercard,Debit,5625758363027280.0,03/2023,881,YES,2,14525.0,1997-11-01,2014
1068,1898,Visa,Debit,4045049141463000.0,02/2020,604,YES,1,15636.0,2005-02-01,2014
5122,1898,Mastercard,Debit,5751381604807658.0,08/2023,244,YES,2,13296.0,2008-10-01,2016
4543,1898,Visa,Credit,4307225452598898.0,03/2023,672,NO,2,10100.0,2003-09-01,2011
2423,1898,Visa,Debit,4632658313488911.0,09/2024,732,NO,1,36412.0,2001-04-01,2007
4566,1971,Visa,Debit,4328249998295607.0,11/2023,853,YES,1,4589.0,2004-09-01,2012
3293,1971,Mastercard,Debit,5670267603066033.0,02/2020,875,YES,1,17474.0,2005-06-01,2015
406,1020,Amex,Credit,375948000000000.0,05/2024,928,YES,1,12000.0,2020-01-01,2020
1417,1020,Amex,Credit,354491000000000.0,02/2020,772,YES,1,16900.0,2020-02-01,2020
1224,1020,Mastercard,Debit,5295246280473124.0,07/2023,117,YES,1,26277.0,2010-02-01,2010
2728,1020,Mastercard,Debit,5716337574011958.0,02/2020,231,YES,1,26317.0,2014-04-01,2014
