id,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards
569,52,73,1968,2,Male,29 Martin Luther King Lane,34.83,-92.2,22377.0,45625.0,81136.0,662,1
1600,62,66,1957,9,Female,314 Fourth Street,47.67,-122.18,49629.0,101193.0,124771.0,747,3
1063,64,66,1956,2,Male,690 Jefferson Lane,41.91,-89.06,18590.0,37898.0,36994.0,716,5
32,82,67,1937,9,Female,7336 First Avenue,40.31,-79.54,23074.0,52315.0,3174.0,695,4
1498,47,66,1972,7,Female,69590 Rose Drive,39.68,-74.98,24911.0,50790.0,3547.0,726,4
104,33,65,1986,11,Female,2043 Mill Street,32.69,-97.01,18334.0,37384.0,49182.0,713,3
1106,62,62,1958,2,Female,1563 Summit Boulevard,34.13,-118.24,16842.0,20783.0,23623.0,699,3
1786,48,63,1971,3,Female,7554 Sixth Street,40.83,-81.26,18936.0,38611.0,93255.0,755,5
1569,68,65,1951,3,Female,7276 Valley Drive,43.54,-96.73,20153.0,39082.0,16870.0,722,4
1595,47,65,1972,5,Female,4191 Maple Avenue,40.84,-73.87,25537.0,52063.0,87549.0,753,2
53,49,68,1970,12,Female,7406 Mill Avenue,38.62,-120.62,19471.0,39700.0,59062.0,701,3
1144,57,66,1962,12,Female,545 Eighth Avenue,29.76,-95.38,14959.0,30495.0,70825.0,773,4
1163,45,61,1975,1,Male,2270 Sixth Lane,29.99,-95.26,32943.0,67170.0,114251.0,489,3
230,39,65,1980,10,Female,675 Fifth Avenue,30.44,-91.12,17412.0,35501.0,78801.0,693,4
1066,46,65,1973,6,Female,9846 Second Lane,40.27,-75.26,26545.0,54124.0,0.0,727,2
460,65,65,1954,12,Male,696 George Lane,41.02,-73.8,44664.0,40957.0,64144.0,608,4
1926,70,67,1950,1,Female,867 Valley Stream Boulevard,28.78,-81.27,17736.0,26574.0,5244.0,689,3
27,78,63,1941,8,Female,3553 Mountain View Drive,32.28,-90.0,22304.0,23821.0,22427.0,613,8
50,68,72,1951,7,Female,267 Birch Boulevard,45.82,-88.06,19243.0,39238.0,85457.0,702,4
743,44,66,1975,4,Female,5810 Sixth Drive,35.64,-78.0,15938.0,32491.0,24515.0,682,3
940,49,61,1970,6,Female,620 12th Avenue,25.77,-80.2,20499.0,41800.0,67836.0,699,6
534,27,74,1993,2,Female,31919 Summit Boulevard,41.72,-93.6,29680.0,60510.0,23196.0,790,3
59,85,69,1934,8,Female,726 Oak Avenue,32.78,-108.26,16654.0,25066.0,424.0,695,7
1908,78,66,1942,2,Female,3601 Catherine Boulevard,35.97,-83.94,24801.0,44469.0,12777.0,733,5
992,46,70,1973,4,Male,574 Norfolk Street,37.37,-77.5,26918.0,54881.0,3584.0,700,4
198,49,73,1970,3,Female,732 Lincoln Drive,27.95,-82.48,15447.0,31497.0,30805.0,702,3
1813,35,66,1984,4,Female,334 Birch Drive,35.82,-87.01,27637.0,56350.0,120125.0,808,4
1989,31,66,1988,12,Male,3487 Bayview Drive,38.81,-76.75,33295.0,67886.0,7137.0,803,4
1148,54,70,1965,4,Male,377 Lake Lane,39.95,-75.16,18007.0,36711.0,47490.0,687,4
872,61,66,1959,1,Female,96 Lake Lane,41.88,-87.84,15451.0,31505.0,59730.0,655,4
458,46,62,1973,11,Male,298 Federal Avenue,33.63,-112.09,24064.0,49068.0,123937.0,530,2
920,41,68,1978,11,Female,37 Sixth Lane,35.11,-106.62,14078.0,28704.0,103891.0,700,2
1598,82,61,1937,6,Male,996 Valley Drive,36.83,-119.79,12508.0,26126.0,1213.0,697,5
1876,50,70,1969,7,Male,2040 Washington Boulevard,38.05,-84.72,21869.0,44587.0,17148.0,775,6
190,40,67,1979,4,Male,5468 Little Creek Drive,42.03,-87.73,21801.0,44452.0,12409.0,711,5
503,47,61,1973,2,Female,54 Valley Lane,41.83,-87.68,14497.0,29564.0,54279.0,694,2
469,67,67,1952,3,Female,488 Bayview Boulevard,33.88,-117.85,26675.0,46945.0,17835.0,682,4
1851,48,72,1972,1,Male,73 Essex Lane,35.83,-78.83,37121.0,75682.0,37163.0,727,5
1523,61,73,1958,10,Female,7561 Valley Avenue,36.07,-79.82,19453.0,39661.0,74740.0,850,4
317,67,65,1952,3,Female,816 El Camino Drive,39.74,-121.6,15436.0,19199.0,15091.0,715,3
1195,75,68,1944,7,Male,1222 First Drive,44.01,-92.47,23553.0,40696.0,15691.0,801,6
1238,31,72,1988,7,Female,95410 Pine Boulevard,38.87,-77.1,47408.0,96661.0,73401.0,721,2
432,55,64,1964,11,Female,4329 El Camino Boulevard,36.08,-81.92,13018.0,26546.0,32087.0,686,5
1082,34,67,1985,10,Female,316 Valley Stream Avenue,37.23,-119.49,16643.0,33934.0,42945.0,622,3
120,50,71,1969,9,Female,64 Mill Street,42.88,-88.0,29924.0,61008.0,0.0,781,4
1289,33,64,1986,11,Male,27934 11th Street,26.14,-80.13,20995.0,42808.0,117011.0,758,1
1497,55,64,1964,12,Female,292 Tenth Street,38.53,-121.44,17435.0,35553.0,76077.0,623,1
1047,26,67,1994,2,Male,225 Ocean View Avenue,37.55,-77.46,26269.0,53554.0,119852.0,689,2
0,33,69,1986,3,Male,858 Plum Avenue,43.59,-70.33,29237.0,59613.0,36199.0,763,4
351,91,70,1928,9,Female,984 Little Creek Lane,40.77,-73.84,13810.0,17150.0,375.0,807,6
1797,67,65,1952,11,Male,391 Martin Luther King Boulevard,37.71,-122.16,24971.0,30962.0,15336.0,743,5
1919,83,59,1936,11,Male,7994 Maple Lane,40.95,-72.19,37846.0,80493.0,2027.0,610,5
791,78,57,1941,11,Female,939 Mill Street,33.98,-117.65,22682.0,39263.0,24246.0,645,4
199,67,67,1952,4,Female,7927 Plum Lane,33.1,-96.66,32580.0,78329.0,40161.0,720,3
282,42,66,1977,5,Male,260 Spruce Avenue,29.45,-98.5,12547.0,25585.0,59827.0,702,4
908,62,70,1957,8,Male,3776 Bayview Lane,35.69,-78.62,22685.0,46256.0,106753.0,650,3
1169,51,68,1968,11,Female,375 Hillside Drive,30.54,-97.64,30358.0,61901.0,29627.0,726,7
1736,43,67,1977,1,Male,2479 Valley Avenue,40.64,-73.94,22456.0,45789.0,94014.0,695,4
506,56,68,1964,1,Male,2742 El Camino Boulevard,42.71,-78.93,25916.0,52841.0,36288.0,733,5
249,42,69,1977,9,Female,6777 First Drive,34.1,-117.38,14632.0,29835.0,46702.0,618,7
1279,78,65,1941,7,Male,22 East Avenue,42.47,-83.49,34259.0,62103.0,33545.0,509,4
1652,51,65,1969,2,Female,733 Maple Drive,38.95,-92.32,20966.0,42749.0,53471.0,728,4
1475,98,60,1921,11,Female,412 Burns Drive,21.31,-158.01,22778.0,42306.0,472.0,725,5
1251,29,67,1990,10,Female,645 Tenth Boulevard,32.84,-116.88,20673.0,42150.0,39663.0,750,3
592,68,65,1952,2,Male,69 Spruce Avenue,35.32,-82.46,13634.0,23993.0,2573.0,714,5
692,52,65,1967,8,Female,23 Sussex Lane,42.92,-82.88,20942.0,42701.0,53696.0,701,4
1764,59,68,1960,6,Male,4728 George Drive,42.96,-85.65,15472.0,31550.0,26738.0,710,3
1830,56,75,1963,9,Male,1184 Essex Lane,35.05,-83.19,15899.0,32418.0,84507.0,758,4
157,47,65,1972,10,Male,6232 Second Avenue,33.83,-117.2,16109.0,32847.0,3230.0,785,3
676,40,65,1980,2,Male,663 Third Drive,33.09,-96.88,31905.0,65053.0,83571.0,775,2
1902,36,68,1984,2,Female,4350 Valley Boulevard,39.74,-81.51,15950.0,32522.0,28260.0,769,2
123,43,66,1976,9,Female,5180 Burns Boulevard,33.24,-84.27,17811.0,36315.0,0.0,824,3
1995,64,62,1955,7,Female,28 First Lane,39.92,-77.71,20943.0,39206.0,9219.0,605,4
1895,56,65,1963,3,Female,900 Littlewood Street,39.75,-74.22,20034.0,40848.0,146608.0,706,2
1891,47,66,1973,2,Female,96 Jefferson Street,29.19,-81.05,16733.0,34112.0,39842.0,725,4
1571,58,66,1961,6,Female,385 Jefferson Avenue,36.29,-86.6,25166.0,51316.0,0.0,759,6
1615,66,59,1954,1,Female,1105 Second Drive,42.31,-83.21,24561.0,48690.0,36262.0,701,6
52,56,66,1963,4,Female,13 Rose Boulevard,41.56,-73.59,31288.0,63796.0,82173.0,730,3
1034,58,66,1961,7,Female,427 Essex Lane,35.12,-80.71,27254.0,55569.0,76181.0,698,6
677,40,65,1979,5,Male,855 Sussex Avenue,44.94,-93.1,32972.0,67226.0,128174.0,729,3
338,68,72,1951,8,Female,222 Lafayette Lane,42.83,-78.63,24651.0,50258.0,0.0,686,3
1127,59,70,1960,8,Male,60396 Elm Street,26.14,-81.79,17455.0,35590.0,92603.0,720,4
1662,41,67,1978,5,Male,469 Pine Street,38.53,-90.0,24509.0,49967.0,58582.0,712,4
1444,64,67,1955,10,Male,8999 Washington Drive,40.63,-73.63,32805.0,66885.0,144703.0,698,7
45,61,67,1959,1,Female,9473 Mill Street,40.86,-74.15,31281.0,63781.0,111808.0,654,1
1102,49,65,1970,7,Female,836 Bayview Avenue,36.12,-95.91,46461.0,94733.0,0.0,707,5
1636,49,66,1970,5,Male,4882 Mountain View Lane,39.09,-94.58,12064.0,24598.0,23019.0,695,4
502,46,66,1974,1,Male,434 Bayview Avenue,40.93,-79.59,17870.0,36440.0,30574.0,745,2
5,65,65,1955,2,Male,1032 Second Lane,42.95,-77.13,19095.0,20614.0,14042.0,711,2
1712,82,65,1938,1,Female,1437 Madison Lane,32.79,-96.76,27814.0,66999.0,3140.0,730,5
1360,41,61,1978,4,Male,4693 Elm Lane,30.75,-86.57,19066.0,38874.0,64474.0,672,3
642,35,62,1984,5,Female,96 Ninth Drive,33.11,-94.16,16746.0,34143.0,49839.0,648,4
1871,83,65,1936,7,Male,3241 Park Lane,35.11,-106.62,15385.0,16611.0,1797.0,696,5
868,78,64,1941,11,Male,5004 Lake Street,35.46,-97.51,16016.0,31046.0,11436.0,706,6
1517,37,71,1982,3,Male,7954 Wessex Boulevard,38.9,-77.26,60593.0,123540.0,236393.0,764,4
364,65,65,1954,5,Female,9052 River Lane,35.79,-83.97,18273.0,39809.0,0.0,775,4
696,74,67,1945,7,Female,5064 North Lane,40.63,-73.72,45685.0,110570.0,5700.0,766,8
962,28,69,1992,1,Male,564 Catherine Lane,44.52,-87.98,16801.0,34262.0,60506.0,846,2
1407,40,71,1979,12,Male,9466 Essex Street,33.43,-86.99,19851.0,40473.0,54899.0,689,4
1456,48,70,1971,8,Male,884 Tenth Drive,33.12,-89.05,15316.0,31231.0,40499.0,681,3
1861,57,65,1962,5,Female,992 Forest Street,33.1,-96.66,32580.0,66427.0,103290.0,779,5
161,31,70,1988,11,Male,237 Hill Lane,31.56,-97.18,11512.0,23469.0,22976.0,731,3
1855,67,66,1952,3,Male,1 Burns Lane,37.3,-121.8,25115.0,31287.0,25844.0,728,4
274,43,67,1976,4,Female,4 North Street,38.89,-77.03,23940.0,48810.0,0.0,799,3
1552,62,67,1957,6,Male,896 Madison Boulevard,43.65,-116.43,22290.0,45450.0,85218.0,686,3
1526,53,64,1966,3,Female,5773 River Street,40.94,-121.74,16742.0,34137.0,80467.0,671,4
319,67,67,1952,12,Male,388 Third Avenue,36.75,-119.67,17683.0,28357.0,10400.0,628,2
1421,30,65,1989,7,Male,7691 Ocean View Avenue,35.11,-77.07,16177.0,32985.0,32764.0,740,2
1538,82,62,1937,8,Male,58 River Avenue,40.71,-73.99,16494.0,23572.0,216.0,590,2
92,76,68,1943,10,Female,2760 Forest Drive,43.54,-96.73,21089.0,31145.0,5132.0,689,4
125,64,70,1956,2,Female,9505 Martin Luther King Avenue,37.63,-121.01,13015.0,26535.0,93592.0,724,5
449,58,70,1962,2,Female,901 Oak Street,40.56,-79.75,19517.0,39796.0,9452.0,729,5
1173,71,67,1948,3,Male,3095 Hill Boulevard,42.83,-106.32,25502.0,51703.0,5371.0,722,7
1810,66,66,1953,12,Male,350 North Street,42.22,-83.36,18879.0,31175.0,5846.0,711,5
1843,89,73,1930,11,Male,89 Wessex Street,41.5,-87.63,16503.0,38761.0,69.0,760,7
658,40,64,1980,2,Female,7476 First Lane,29.67,-82.33,25812.0,52630.0,68559.0,725,4
1858,73,64,1946,12,Male,6781 Spruce Boulevard,34.25,-118.41,14317.0,26481.0,10392.0,705,1
1503,59,67,1960,3,Male,1362 Norfolk Drive,32.35,-86.28,21102.0,43021.0,86014.0,725,4
1671,50,57,1969,3,Male,1559 Tenth Street,27.95,-82.48,21033.0,42886.0,60474.0,604,1
473,33,66,1986,10,Female,26191 George Drive,42.38,-83.1,13820.0,28181.0,37929.0,682,2
1541,48,65,1971,10,Female,7139 Lake Boulevard,36.09,-84.13,18353.0,37422.0,127116.0,681,5
149,24,54,1995,3,Female,5 Hill Avenue,33.02,-117.12,44747.0,91237.0,231619.0,594,1
1006,37,68,1982,4,Male,7559 Forest Boulevard,41.53,-87.26,21851.0,44550.0,117302.0,761,3
368,75,73,1945,2,Male,2842 Littlewood Avenue,28.5,-81.37,20121.0,42806.0,20432.0,726,6
1696,63,65,1956,12,Female,4461 Hill Street,28.32,-80.68,26339.0,53702.0,85160.0,606,1
416,86,65,1933,8,Female,5220 Lincoln Street,36.17,-86.78,20030.0,38273.0,1658.0,765,6
51,29,67,1991,2,Female,3260 Hillside Lane,36.29,-86.6,25166.0,51303.0,106248.0,688,3
196,44,64,1975,5,Female,518 Norfolk Avenue,33.29,-83.96,17545.0,35775.0,67263.0,773,1
1477,47,67,1972,7,Male,30 First Lane,40.15,-82.68,22934.0,46763.0,65106.0,696,3
260,62,70,1958,2,Male,142 Catherine Street,26.21,-98.31,14275.0,29110.0,23504.0,699,3
1358,69,70,1950,4,Female,128 Main Street,43.1,-89.5,33808.0,68930.0,72619.0,768,4
734,43,61,1976,7,Female,57799 Oak Boulevard,42.88,-78.85,12220.0,24917.0,36101.0,693,2
1507,39,67,1980,12,Female,1533 Martin Luther King Lane,42.48,-89.03,21749.0,44344.0,82822.0,744,3
524,57,62,1962,3,Male,252 Eighth Lane,38.37,-81.81,17282.0,35239.0,43270.0,726,1
525,55,66,1964,4,Male,959 Tenth Street,38.29,-120.58,18223.0,37147.0,0.0,703,3
250,50,64,1970,2,Female,61674 Elm Drive,44.52,-122.81,17003.0,34671.0,55643.0,786,6
479,57,69,1962,10,Male,936 12th Street,39.11,-76.55,30004.0,61173.0,71422.0,692,3
343,55,72,1964,9,Female,919 Ocean View Lane,37.73,-121.24,23368.0,47643.0,45706.0,764,8
1196,60,61,1959,6,Female,498 Elm Lane,35.24,-113.76,17113.0,34895.0,56622.0,820,4
1530,64,68,1956,2,Female,25 Elm Street,32.93,-97.22,0.0,1785.0,2892.0,732,3
1963,98,69,1921,11,Male,468 Spruce Street,38.35,-121.93,26137.0,33869.0,370.0,821,7
764,77,68,1943,1,Female,6864 Norfolk Boulevard,32.61,-83.63,20835.0,31066.0,20902.0,712,4
213,37,68,1982,5,Female,345 George Street,32.91,-96.62,27057.0,55172.0,96779.0,629,3
410,54,60,1966,2,Female,72990 Second Drive,40.62,-96.63,23029.0,46956.0,94340.0,610,2
1685,53,61,1966,7,Male,5886 Ninth Boulevard,33.61,-111.89,36300.0,74012.0,93119.0,681,2
225,32,68,1987,3,Male,69080 Spruce Street,29.76,-95.38,20055.0,40887.0,50734.0,688,4
1210,32,65,1987,11,Male,6415 Sussex Lane,41.0,-76.85,16935.0,34531.0,60156.0,703,4
576,68,64,1951,6,Female,478 Hill Avenue,33.95,-84.54,30747.0,63502.0,24100.0,638,7
1677,51,67,1969,2,Male,849 Littlewood Drive,33.57,-101.87,16272.0,33178.0,92366.0,671,2
1969,84,65,1935,4,Male,402 El Camino Drive,27.48,-82.57,29583.0,44690.0,2249.0,733,5
1482,54,64,1965,8,Male,52 Sixth Boulevard,34.06,-84.27,43725.0,89152.0,162012.0,675,1
1295,70,70,1950,2,Female,888 Lincoln Street,46.78,-92.11,17474.0,27772.0,14408.0,788,4
538,66,69,1954,2,Female,7888 Fourth Street,35.3,-77.15,14844.0,30265.0,36789.0,814,4
748,55,69,1965,1,Male,2100 Summit Street,29.76,-95.38,18412.0,37534.0,99840.0,706,3
807,52,71,1967,8,Female,869 Little Creek Lane,42.77,-86.1,18877.0,38487.0,49725.0,691,3
1430,69,69,1950,4,Female,131 Tenth Avenue,41.63,-93.74,26764.0,33642.0,20874.0,593,5
1873,51,67,1968,12,Female,3722 Valley Boulevard,31.84,-106.43,16823.0,34302.0,84935.0,651,3
980,84,69,1935,8,Male,463 12th Street,39.32,-76.72,20641.0,24055.0,0.0,733,7
652,82,66,1937,9,Female,9952 South Lane,41.76,-72.61,20065.0,22726.0,1692.0,784,6
1129,49,65,1970,4,Male,2379 Forest Lane,33.18,-117.29,16894.0,34449.0,36540.0,686,3
885,36,66,1983,12,Male,7121 Fourth Avenue,36.67,-93.86,13895.0,28334.0,0.0,700,3
1899,31,67,1988,8,Female,761 Main Avenue,47.94,-122.0,28037.0,57166.0,111755.0,737,2
1369,59,67,1961,1,Female,535 Grant Boulevard,39.35,-85.96,17585.0,35854.0,49101.0,850,2
1302,62,72,1958,2,Female,8323 Catherine Boulevard,36.42,-81.46,14218.0,28988.0,13351.0,694,4
415,53,65,1966,5,Male,7571 George Street,39.53,-83.43,16544.0,33729.0,0.0,763,4
28,39,65,1980,4,Female,871 12th Lane,38.63,-77.26,26618.0,54273.0,110237.0,789,4
33,77,71,1942,6,Female,6335 Rose Lane,39.21,-119.71,18239.0,38692.0,8902.0,596,5
1646,54,69,1965,11,Male,0 Ocean Boulevard,40.33,-79.83,14663.0,29898.0,19719.0,714,5
134,43,67,1976,12,Male,924 First Drive,31.84,-106.43,24608.0,50174.0,145300.0,643,4
220,33,67,1986,11,Female,3550 Sixth Boulevard,38.1,-122.63,30335.0,61846.0,12525.0,722,4
1260,28,65,1991,12,Male,1963 Summit Lane,26.14,-80.13,20995.0,42806.0,49194.0,712,3
96,69,66,1950,12,Female,20 Oak Street,33.89,-117.78,38948.0,99825.0,4344.0,685,4
1166,44,66,1975,5,Female,8659 El Camino Street,39.39,-84.56,19569.0,39898.0,43630.0,682,3
1533,39,70,1980,12,Female,470 11th Lane,39.77,-86.14,24233.0,49412.0,42378.0,830,3
1451,58,57,1961,4,Female,9384 Lake Street,42.41,-70.99,20979.0,17078.0,25245.0,719,4
57,28,66,1992,2,Female,9706 Mountain View Street,32.33,-111.05,21494.0,43826.0,84935.0,823,1
1335,51,66,1968,10,Female,29693 Bayview Drive,33.56,-117.63,47991.0,97845.0,255288.0,836,4
816,56,65,1964,2,Male,8943 11th Drive,36.56,-82.19,17795.0,36285.0,67244.0,759,5
1081,31,60,1988,9,Female,9633 Mill Lane,39.69,-104.81,24849.0,50666.0,102318.0,617,3
1385,51,68,1968,7,Female,5537 Eighth Street,44.96,-93.26,40364.0,82298.0,182301.0,789,6
1125,25,71,1994,8,Male,99791 12th Boulevard,30.51,-97.67,31839.0,64917.0,102747.0,689,4
1345,83,66,1936,9,Female,7978 Main Lane,30.21,-90.92,24703.0,16620.0,1140.0,804,8
1695,45,66,1974,12,Female,238 Ocean View Lane,33.94,-117.99,27973.0,57027.0,21798.0,709,4
1985,50,69,1969,3,Female,9061 Grant Avenue,34.06,-84.27,0.0,1426.0,3154.0,680,3
1604,55,72,1964,11,Male,7680 Fourth Street,34.31,-89.93,15354.0,31308.0,59817.0,742,7
649,48,65,1971,9,Male,9 Fourth Drive,41.5,-74.02,22762.0,46408.0,0.0,847,7
1486,39,63,1980,4,Female,396 Park Street,36.48,-81.05,11431.0,23307.0,31064.0,789,1
1744,31,69,1988,3,Female,4238 Birch Lane,35.78,-88.36,14435.0,29433.0,61260.0,693,3
400,46,68,1973,5,Female,539 Pine Boulevard,30.17,-85.67,19508.0,39770.0,72827.0,711,4
1994,48,66,1971,9,Female,9716 Third Lane,39.38,-119.87,38345.0,78180.0,102759.0,740,3
1442,41,58,1979,1,Male,1036 Spruce Street,43.01,-114.7,14925.0,30432.0,101847.0,624,1
1853,39,70,1980,5,Male,546 First Avenue,40.34,-94.87,18226.0,37165.0,0.0,771,3
556,46,66,1973,12,Male,5659 Park Avenue,41.01,-81.6,17856.0,36405.0,31815.0,715,2
321,52,67,1967,5,Male,262 First Lane,45.18,-89.7,19705.0,40177.0,47012.0,698,4
483,49,68,1971,2,Female,253 West Drive,48.53,-122.31,19604.0,39969.0,68456.0,713,3
1510,32,59,1988,1,Male,835 Main Avenue,33.9,-118.0,24845.0,50658.0,72806.0,764,2
1635,54,58,1965,3,Male,90 Sussex Drive,40.68,-73.78,20760.0,42332.0,75213.0,616,6
1384,74,67,1946,1,Female,528 Lake Drive,38.53,-90.0,22545.0,23011.0,30510.0,721,3
1236,72,65,1947,9,Female,521 Main Lane,38.86,-104.76,14645.0,25243.0,18006.0,730,6
496,47,63,1972,8,Male,16893 Fifth Avenue,32.76,-96.59,17810.0,36319.0,44737.0,730,4
450,39,66,1980,9,Male,253 Lexington Avenue,37.07,-76.51,21186.0,43192.0,33517.0,739,3
1753,46,58,1974,2,Male,95612 South Street,32.28,-90.0,22304.0,45476.0,67636.0,506,1
839,45,63,1975,1,Female,96493 Valley Stream Avenue,41.63,-73.21,26674.0,54384.0,69717.0,622,3
138,43,68,1977,2,Female,754 South Avenue,40.77,-79.04,16071.0,32770.0,103262.0,641,4
1187,55,67,1964,9,Male,203 Valley Lane,44.78,-89.68,23216.0,47334.0,87775.0,701,3
849,67,69,1952,7,Female,5456 Ninth Avenue,39.95,-75.16,21497.0,43828.0,60231.0,711,3
1898,44,72,1975,9,Male,5521 Spruce Avenue,32.35,-86.28,25009.0,50993.0,75783.0,675,5
1971,48,66,1971,9,Male,829 Grant Boulevard,43.45,-76.5,20447.0,41690.0,69869.0,763,2
1020,29,66,1991,1,Female,331 Essex Drive,42.03,-88.08,26545.0,54122.0,166903.0,796,4
22,56,66,1963,3,Male,5651 North Boulevard,38.99,-76.88,26467.0,53966.0,135478.0,747,1
1823,67,70,1952,5,Male,172 Third Lane,33.27,-111.94,32056.0,65362.0,27745.0,743,6
589,58,72,1961,11,Male,250 Hillside Drive,40.55,-81.91,13259.0,27035.0,58050.0,595,2
1525,43,70,1976,9,Female,534 Sixth Boulevard,29.88,-90.06,19126.0,38994.0,0.0,728,4
69,54,67,1965,10,Female,3067 First Street,40.52,-81.47,18794.0,38318.0,93284.0,748,6
234,42,73,1977,11,Female,8027 Main Drive,32.76,-96.59,18452.0,37623.0,923.0,726,6
608,32,65,1987,10,Male,702 Grant Drive,37.78,-121.99,0.0,2365.0,0.0,769,3
374,58,66,1961,11,Male,50 Spruce Street,38.47,-121.44,15290.0,31177.0,18859.0,689,5
286,38,69,1981,10,Male,4232 Grant Drive,31.15,-88.55,18746.0,38223.0,30756.0,725,4
1435,41,78,1978,10,Female,9872 Lexington Street,34.06,-84.27,45132.0,92017.0,157723.0,703,3
727,44,68,1975,5,Male,310 Bayview Boulevard,38.63,-90.24,19874.0,40522.0,81572.0,801,5
1150,46,67,1973,4,Male,5692 Jefferson Boulevard,32.83,-97.17,30913.0,63030.0,93406.0,791,5
332,61,65,1958,7,Male,8794 Catherine Lane,39.52,-85.77,18324.0,37362.0,21600.0,703,4
487,52,68,1967,7,Male,9028 Valley Stream Avenue,42.66,-73.79,27005.0,55059.0,162462.0,735,3
137,33,65,1986,7,Female,3177 Oak Avenue,36.33,-82.36,20142.0,41069.0,64073.0,644,3
570,34,65,1985,9,Male,6781 Ocean View Drive,34.29,-83.83,15814.0,32245.0,43097.0,625,1
1121,44,68,1975,6,Female,8476 Lincoln Street,32.78,-79.99,41380.0,84365.0,113529.0,796,5
860,55,65,1965,2,Male,7035 River Boulevard,39.01,-77.02,30794.0,62791.0,193215.0,692,4
1203,36,62,1984,2,Male,5867 East Street,43.42,-73.71,20371.0,41537.0,128044.0,582,1
944,58,71,1961,10,Male,3817 Martin Luther King Avenue,33.77,-118.34,58517.0,119308.0,89328.0,789,6
1737,52,65,1967,3,Male,14813 El Camino Drive,42.46,-82.94,18487.0,37686.0,41173.0,739,4
1709,62,69,1957,3,Female,628 Third Avenue,40.46,-96.37,17420.0,35519.0,111115.0,744,1
1018,90,71,1929,10,Female,350 Main Boulevard,29.57,-81.21,17142.0,31805.0,614.0,755,6
275,43,58,1977,2,Female,973 River Street,29.56,-95.02,37415.0,76288.0,120771.0,710,4
1367,49,67,1970,6,Female,364 Plum Lane,44.52,-87.98,16801.0,34255.0,36094.0,708,4
79,70,66,1949,10,Female,990 North Lane,30.36,-87.17,20045.0,29164.0,19851.0,625,4
1515,77,67,1942,12,Female,7239 Hill Lane,40.34,-76.42,20983.0,30457.0,19314.0,520,5
1964,68,64,1951,12,Male,973 Federal Drive,35.64,-78.45,22644.0,38637.0,30595.0,643,4
1676,51,65,1968,12,Male,919 Martin Luther King Lane,38.81,-94.45,24981.0,50936.0,88447.0,681,3
1519,41,72,1978,3,Female,98086 Essex Drive,45.6,-108.68,19625.0,40012.0,59472.0,849,4
1098,50,71,1969,3,Male,772 Fifth Boulevard,42.67,-95.3,16901.0,34456.0,54634.0,752,4
554,59,67,1960,8,Male,6310 Sixth Street,29.66,-95.04,26170.0,53357.0,114266.0,690,5
596,28,65,1991,11,Male,914 George Street,40.64,-73.94,16985.0,34629.0,34484.0,721,3
170,34,71,1985,9,Male,79948 Sixth Avenue,35.01,-97.37,18137.0,36983.0,58895.0,768,4
794,49,67,1970,11,Female,803 Plum Avenue,33.94,-118.2,14528.0,29621.0,0.0,730,3
1697,64,67,1955,6,Male,317 Wessex Boulevard,42.06,-83.97,20108.0,41002.0,97188.0,685,6
573,52,69,1967,7,Male,7970 Little Creek Drive,33.79,-82.47,14717.0,30011.0,84166.0,589,1
1026,84,70,1935,5,Male,2116 Second Drive,36.52,-119.39,13194.0,17016.0,691.0,714,4
402,47,72,1972,6,Male,77931 Lincoln Avenue,33.83,-83.89,21556.0,43954.0,60913.0,744,3
1551,47,70,1972,12,Male,148 Hillside Boulevard,40.15,-89.36,17510.0,35699.0,63264.0,687,5
1672,28,70,1991,9,Male,919 Washington Drive,41.45,-81.92,36610.0,74644.0,204251.0,792,3
1135,89,69,1931,1,Female,796 West Lane,33.84,-118.35,31496.0,68010.0,0.0,704,7
1589,39,70,1981,1,Female,6301 Hillside Avenue,34.02,-118.15,13485.0,27494.0,44258.0,702,3
1002,31,67,1988,4,Male,8446 Catherine Drive,35.43,-118.83,19023.0,38788.0,77448.0,716,1
1411,57,66,1962,6,Female,3196 Elm Boulevard,41.92,-88.3,33847.0,69007.0,52218.0,720,4
1654,43,66,1976,4,Male,385 Pine Drive,41.47,-71.3,24194.0,49328.0,6197.0,693,5
1330,65,61,1954,12,Female,35187 West Lane,34.4,-119.72,33097.0,35404.0,30887.0,575,3
790,34,65,1985,3,Female,480 Ocean View Boulevard,32.9,-116.89,22740.0,46361.0,69620.0,743,2
552,54,66,1965,4,Male,1416 Bayview Avenue,29.67,-82.33,25767.0,52538.0,132409.0,602,1
883,33,60,1987,2,Male,6174 East Street,45.53,-122.6,26647.0,54333.0,103224.0,584,1
359,66,61,1953,7,Male,338 Littlewood Street,33.94,-83.99,24252.0,57383.0,20725.0,799,4
1921,44,65,1975,3,Male,704 Third Avenue,34.12,-83.22,15726.0,32064.0,9833.0,709,3
557,59,54,1960,9,Male,350 Jefferson Boulevard,33.97,-118.35,18476.0,28245.0,13411.0,669,1
1936,86,68,1933,7,Female,406 El Camino Boulevard,44.4,-73.0,26951.0,35685.0,1135.0,714,5
468,48,65,1971,9,Female,76 Lexington Boulevard,41.65,-91.53,23238.0,47374.0,35312.0,714,2
1651,33,66,1986,3,Male,632 Pine Drive,35.15,-89.75,27474.0,56018.0,100163.0,739,2
